"id","type","source","year","lastname","firstname","middlename","simpname","prof","org","loc","lon","lat","country"
"myb965758","corpis","myb",1919,"porter","h",NA,"porter, h","board","El Dorado Banket Gold Mining Company","rhodesia",-97.2134822,32.8294337,"united states of america"
"amm90560","corpis","amm",1922,"porter","hermann",NA,"porter, h","Superintendent","Big Four Mine Marion Mgp","marion ",-88.9331256,37.7306054,"united states of america"
"myb1149189","corpis","myb",1923,"porter","h",NA,"porter, h","board","Shamva Mines Limited","rhodesia",-97.21348,32.82943,"united states of america"
"myb1130895","corpis","myb",1923,"porter","hermann",NA,"porter, h","board","Gold Fields American Development Company","bourne",-70.59893,41.74128,"united states of america"
"myb1098945","corpis","myb",1922,"porter","h",NA,"porter, h","board","Nechi Minesi Colombia Limited Conjoint","salisbury",-75.59937,38.36067,"united states of america"
"myb1019076","corpis","myb",1920,"porter","h",NA,"porter, h","board","Oroville Dri Edging Limited","bourne",-70.59893,41.74128,"united states of america"
"myb1130712","corpis","myb",1923,"porter","h",NA,"porter, h","board","Gold Coast Machinery And Trading Limited","bourne",-70.59893,41.74128,"united states of america"
"myb260025","corpis","myb",1903,"porter","holland",NA,"porter, h","board","Garrucha Iron Eininq Company","spain",-3.74922,40.46367,"spain"
"myb216662","corpis","myb",1895,"porter","h",NA,"porter, h","board","Laing Matabeleland Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"myb497772","corpis","myb",1911,"porter","hany",NA,"porter, h","board","Man Ners Lli Company Limited","nottingham",-1.1581086,52.9547832,"united kingdom"
"myb938731","corpis","myb",1918,"porter","h",NA,"porter, h","board","Pato Mines Colombia Limited","colombia",-74.297333,4.570868,"colombia"
"amm42826","corpis","amm",1919,"porter","h",NA,"porter, h","Secretary","Consolidated Gold Fields Of South Africa Limited","london ",-0.1277583,51.5073509,"united kingdom"
"myb938069","corpis","myb",1918,"porter","h",NA,"porter, h","board","Oroville Dri Edging Limited","oroville",-121.556359,39.5137752,"united states of america"
"myb855705","corpis","myb",1917,"porter","h",NA,"porter, h","board","Mining Year Hamstead Collier Limited","rhodesia",-97.2134822,32.8294337,"united states of america"
"myb559636","corpis","myb",1912,"porter","harry",NA,"porter, h","board","Manners Colliery Company","nottingham",-1.1581086,52.9547832,"united kingdom"
"myb1083020","corpis","myb",1922,"porter","hermann",NA,"porter, h","board","Colombian Government Silver Concessions Union Limited","bourne",-70.59893,41.74128,"united states of america"
"myb728030","corpis","myb",1915,"porter","h",NA,"porter, h","board","El Dorado Banket Gold Mining Company","rhodesia",-97.2134822,32.8294337,"united states of america"
"myb362470","corpis","myb",1909,"porter","herbert","henderson","porter, h h","board","Turffontelnl State Limited","johannesburg",28.04731,-26.2041,"south africa"
"myb306033","corpis","myb",1908,"porter","herbert","henderson","porter, h h","board","Turffontein Gold Mining Company","johannesburg",28.04731,-26.2041,"south africa"
"myb236330","corpis","myb",1895,"porter","herbert","henderson","porter, h h","board","Laing Matabeleland Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"myb480684","corpis","myb",1911,"porter","herbert","henderson","porter, h h","board","Tudor Gold Mining Company","transvaal",-81.1830974,43.2325617,"canada"
"myb782517","corpis","myb",1916,"porter","herbert","henderson","porter, h h","board","El Dorado Banket Gold Mining Company","rhodesia",-97.2134822,32.8294337,"united states of america"
"myb418558","corpis","myb",1910,"porter","herbert","henderson","porter, h h","board","Fontein State Limited","johannesburg",28.04731,-26.2041,"south africa"
"amm2187","corpis","amm",1907,"porter","joseph",NA,"porter, j","Supt","Trinity Bonanza King Mining Company",NA,NA,NA,NA
"myb258196","corpis","myb",1903,"porter","j",NA,"porter, j","board","Durand Gold Mines Limited","broken",-95.78139,36.0629,"united states of america"
"myb458836","corpis","myb",1911,"porter","j",NA,"porter, j","board","Glo Germany Trajectories","stanhope",-78.6766374,35.7893925,"united states of america"
"amm89288","corpis","amm",1922,"porter","james",NA,"porter, j","Manager","Alabama Company","birmingham ",-86.8103567,33.5185892,"united states of america"
"amm90032","corpis","amm",1922,"porter","joseph",NA,"porter, j","Pres","Calumet Steel Company","chicago ",-87.6297982,41.8781136,"united states of america"
"amm16504","corpis","amm",1911,"porter","james",NA,"porter, j","Lessee","American Placer Mines Weippe Nez Perce Company",NA,NA,NA,NA
"myb519596","corpis","myb",1912,"porter","j",NA,"porter, j","board","Anglo German Territories Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm31366","corpis","amm",1916,"porter","james",NA,"porter, j","Superintendent","Hilarity Mining Company",NA,NA,NA,NA
"myb629248","corpis","myb",1913,"porter","j",NA,"porter, j","board","Mines Contract Company","london",-0.1277583,51.5073509,"united kingdom"
"myb574765","corpis","myb",1913,"porter","j",NA,"porter, j","board","Anglo German Territories Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb696233","corpis","myb",1914,"porter","john","arthur","porter, j a","board",NA,"london",-0.1277583,51.5073509,"united kingdom"
"amm1539","corpis","amm",1907,"porter","john","arthur","porter, j a","Supt","Gambetta Mining Milling Company",NA,NA,NA,NA
"amm55188","corpis","amm",1919,"potter","wm","bailey","potter, w b","Chairman","Chile Copper Company","new york ",-74.0059728,40.7127753,NA
"amm4673","corpis","amm",1907,"potter","wm","bailey","potter, w b","Mgr","Union Ore Company",NA,NA,NA,NA
"myb756426","corpis","myb",1915,"potts","francis",NA,"potts, f","board","Tres Forcas Syndicate Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb103292","corpis","myb",1891,"potts","frederick",NA,"potts, f","board","Alemania Mining Company",NA,NA,NA,NA
"myb168704","corpis","myb",1894,"potts","frederick",NA,"potts, f","board","Alemania Mining Company",NA,NA,NA,NA
"myb932848","corpis","myb",1918,"potts","francis",NA,"potts, f","board","Mount Torlesse Collieries Broken River Limited","broken",-95.7813885,36.0628961,"united states of america"
"myb692674","corpis","myb",1914,"potts","frederick",NA,"potts, f","board","Kingsdown Tin Mining Cornwall Limited","western",-95.7127622,37.0937489,"united states of america"
"myb68337","corpis","myb",1889,"potts","frederick",NA,"potts, f","board","Alemania Mining Company","western",-95.7127622,37.0937489,"united states of america"
"myb709602","corpis","myb",1914,"potts","f",NA,"potts, f","board","Tres Forcas Syndicate Limited","broad street house",-74.853579,40.078004,"united states of america"
"myb64014","corpis","myb",1889,"powell","frank","bowman","powell, f b","board","Denver Gold Company","denver",-104.990251,39.7392358,"united states of america"
"myb99230","corpis","myb",1891,"powell","frank","bowman","powell, f b","board","Denver Gold Company","denver",-104.990251,39.7392358,"united states of america"
"myb1083063","corpis","myb",1922,"powell","frank","bowman","powell, f b","manager","Colombian Proprietary Gold Mines Limited","colombia",-74.29733,4.570868,"colombia"
"myb702891","corpis","myb",1914,"powell","leroy","burns","powell, l b","chair","Powell Merthybmnamlgaiion Col Limited","wales",-3.7837117,52.1306607,"united kingdom"
"myb124400","corpis","myb",1891,"power","frederick","danvers","power, f d","board","Rylands Concession Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm36002","corpis","amm",1916,"pratt","harold","gilbert","pratt, h g","Owner","Caribel Mine Red River Lgp",NA,NA,NA,NA
"amm86521","corpis","amm",1922,"pratt","harold","gilbert","pratt, h g","Pres","Caribel Mining Milling Company","new mexico ",-105.8700901,34.5199402,"united states of america"
"amm69087","corpis","amm",1920,"pratt","harold","gilbert","pratt, h g","Pres","Caribel Mining Milling Company","new mexico ",-105.8700901,34.5199402,"united states of america"
"amm89632","corpis","amm",1922,"pratt","james","harden","pratt, j h","Pres","Aetna Nut Company","connecticut ",-73.087749,41.6032207,"united states of america"
"amm89860","corpis","amm",1922,"pratt","nathan","raymond","pratt, n r","Pres","Georgia Iron Coal Company","atlanta ",-84.3879824,33.7489954,"united states of america"
"amm63026","corpis","amm",1920,"pratt","nathan","raymond","pratt, n r","Pres","Chestatee Pyrites A Chemical Company","atlanta ",-84.3879824,33.7489954,"united states of america"
"amm18991","corpis","amm",1911,"prentis","edmund","astley","prentis, e a","Supt","Candor Mines Company",NA,NA,NA,NA
"myb438890","corpis","myb",1910,"preston","wr",NA,"preston, w","board","Nook Fold Quarry Limited","yorkshire",-95.92508,36.03332,"united states of america"
"amm41597","corpis","amm",1919,"price","evan","edmund","price, e e","Secretary","Northern Nigeria Bauchi Tin Mines Limited Ch","london ",-0.1277583,51.5073509,"united kingdom"
"amm41172","corpis","amm",1919,"price","evan","edmund","price, e e","Secretary","Abbontiakoon Mines Limited Abbontiakoon Taquah Ch","london ",-0.1277583,51.5073509,"united kingdom"
"amm45120","corpis","amm",1919,"price","evan","edmund","price, e e","Secretary","Baluch Istan Chrome Company","london ",-0.1277583,51.5073509,"united kingdom"
"amm84939","corpis","amm",1922,"price","thomas","student","price, t s","Superintendent","Silver King Mining Company","montana ",-110.3625658,46.8796822,"united states of america"
"amm67035","corpis","amm",1920,"price","thomas","student","price, t s","Superintendent","Silver King Mining Company","montana ",-110.3625658,46.8796822,"united states of america"
"amm94836","corpis","amm",1922,"price","thomas","student","price, t s","Pres","American Star Mining Company","danville ",-121.9999606,37.8215929,"united states of america"
"amm95240","corpis","amm",1922,"price","thomas","student","price, t s","Pres","Danville Iron A Steel Company",NA,NA,NA,NA
"amm61745","corpis","amm",1920,"priest","james",NA,"priest, j","Pres","Rito Seco Gold Mining Company",NA,NA,NA,NA
"amm18346","corpis","amm",1911,"priest","james",NA,"priest, j","Supt","Manhattan Reduction Company",NA,NA,NA,NA
"amm26928","corpis","amm",1916,"priest","james",NA,"priest, j","Manager","Assets Realizing Mines Company","california ",-119.4179324,36.778261,"united states of america"
"myb457973","corpis","myb",1911,"proctor","james",NA,"proctor, j","board","Adansi Gold Mines Limited","salisbury",-75.5993692,38.3606736,"united states of america"
"myb158566","corpis","myb",1893,"proctor","john","albert","proctor, j a","board","Suth Erland Reefs Limpirteodp Dietary Ola","transvaal",-81.1831,43.23256,"canada"
"myb447081","corpis","myb",1910,"proctor","john","albert","proctor, j a","chair","Vancouver Copper Company","vancouver",-123.1207,49.28273,"canada"
"amm69568","corpis","amm",1920,"prosser","herman","alfred","prosser, h a","Managing Director","American Smelting Refining Co","new york ",-74.0059728,40.7127753,NA
"amm6103","corpis","amm",1907,"prosser","herman","alfred","prosser, h a","Mgr","United States Metals Refining Company",NA,NA,NA,NA
"amm93146","corpis","amm",1922,"prosser","herman","alfred","prosser, h a","Vice","American Smelting Refining Co","mexico ",-102.552784,23.634501,"mexico"
"amm4281","corpis","amm",1907,"prosser","h","a","prosser, h a","Mgr","United States Metals Refining Company",NA,NA,NA,NA
"amm48149","corpis","amm",1919,"pryor","edmund","james","pryor, e j","Assistant","Wallaroo Moonta Mining Smelting Company",NA,NA,NA,NA
"myb316835","corpis","myb",1908,"pryor","edmund","james","pryor, e j","manager","Famatina Development Corporation Limited","london",-0.1277583,51.50735,"united kingdom"
"amm77770","corpis","amm",1922,"pugh","charles",NA,"pugh, c","Superintendent","Alleghany Mining Company","oatman ",-114.3835698,35.0263915,"united states of america"
"amm56726","corpis","amm",1920,"pugh","charles",NA,"pugh, c","Superintendent","Alycone Mining Company","oatman ",-114.3835698,35.0263915,"united states of america"
"amm68981","corpis","amm",1920,"pyne","francis","rogers","pyne, f r","Assistant","American Metal Company","chrome ",-95.9674474,36.1738537,"united states of america"
"amm92922","corpis","amm",1922,"pyne","francis","rogers","pyne, f r","Assistant","American Metal Company","chrome ",-95.9674474,36.1738537,"united states of america"
"amm100992","corpis","amm",1922,"randolph","epes",NA,"randolph, e","Owner","Lampazos Mines Lampazos A","tucson ",-110.9747108,32.2226066,"united states of america"
"amm77185","corpis","amm",1920,"randolph","epes",NA,"randolph, e","Owner","Lampazos Mines Lampazos A","tucson ",-110.9747108,32.2226066,"united states of america"
"amm49760","corpis","amm",1919,"randolph","george","rolette","randolph, g r","Superintendent","Adanac Silver Mines Limited Cobalt Mgp",NA,NA,NA,NA
"myb254084","corpis","myb",1903,"rathbone","edgar","philip","rathbone, e p","board","British Columbia Mercantile And Mining Syndicate","london",-0.1277583,51.50735,"united kingdom"
"myb89995","corpis","myb",1889,"rathbone","edgar","philip","rathbone, e p","manager","Salisbury House London Mexican Smelter Corporation","london",-0.1277583,51.5073509,"united kingdom"
"amm49244","corpis","amm",1919,"raymond","paul","a","raymond, p a","Pres","French Complex Ore Reduction Company","victoria ",144.7851531,-37.4713077,"australia"
"myb329847","corpis","myb",1908,"read","robert","cutten","read, r c","board","Trevega Min Limited","vincent square mansions s",-0.1372768,51.49318,"united kingdom"
"myb92592","corpis","myb",1889,"reed","andrew",NA,"reed, a","managing director","Waterval Zoutpansburg God Mining",NA,NA,NA,NA
"amm90559","corpis","amm",1922,"reed","avery",NA,"reed, a","Owner","Big Four Mine Marion Mgp","marion ",-88.9331256,37.7306054,"united states of america"
"myb395116","corpis","myb",1910,"reed","alfred",NA,"reed, a","board","Reed Exploration Syndicate Limited","regent street w",-123.962,45.44997,"united states of america"
"myb114993","corpis","myb",1891,"reed","alfred",NA,"reed, a","board","Ventanas Mlnlngland Exploration Limited","duncan",-97.9578128,34.5023028,"united states of america"
"amm55355","corpis","amm",1919,"reed","john","burns","reed, j b","Mine Manager","Pellew Harvey Company",NA,NA,NA,NA
"amm5601","corpis","amm",1907,"reed","james","henry","reed, j h","Pres","Pittsburgh Montana Copper Company","pittsburgh ",-79.9958864,40.4406248,"united states of america"
"mmm1907","corpis","mmm",1926,"reed","sydney",NA,"reed, s","supt.","Parral Consolidated","chihuahua",-106.0691004,28.6329957,"mexico"
"myb613365","corpis","myb",1913,"rees","john","price","rees, j p","board","Champion Reef Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"amm53604","corpis","amm",1919,"rees","john","price","rees, j p","Superintendent","New Castell Blende Mine Limited Ponterwyd Fg",NA,NA,NA,NA
"myb700755","corpis","myb",1914,"rees","john","price","rees, j p","board","Ooregum Gold Mining India Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb501500","corpis","myb",1911,"rees","john","price","rees, j p","board","Ooregum Gold Mining India Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb460636","corpis","myb",1911,"rees","john","price","rees, j p","chair","Brtflsft Faint Flcafclmpanyfxlmrled","london",-0.1277583,51.5073509,"united kingdom"
"myb1060669","corpis","myb",1921,"rees","john","price","rees, j p","board","Ooregum Gold Mining Company","mysore",76.63938,12.29581,"india"
"myb549934","corpis","myb",1912,"rees","john","price","rees, j p","board","Champion Reef Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"myb488445","corpis","myb",1911,"rees","john","price","rees, j p","board","Cefn Bryn Colliery Company","london",-0.1277583,51.5073509,"united kingdom"
"myb521428","corpis","myb",1912,"rees","john","price","rees, j p","chair","British Colonial Petroleum Corp Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb561433","corpis","myb",1912,"rees","john","price","rees, j p","board","Mysore Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
"amm16783","corpis","amm",1911,"reese","joseph","w","reese, j w","Supt","Jumbo Mining Milling Company",NA,NA,NA,NA
"myb985733","corpis","myb",1919,"reid","geoffrey","d","reid, g d","board","Sulphide Corporation Limited","bourne",-70.5989325,41.7412773,"united states of america"
"myb546808","corpis","myb",1912,"reid","john","calum","reid, j c","chair","Bacis Andes Limited","mexico",-102.552784,23.634501,"mexico"
"myb310304","corpis","myb",1908,"reid","john","calum","reid, j c","chair","Bacis Gold And Silver Mining Limited","durango",-107.8801,37.27528,"united states of america"
"myb310303","corpis","myb",1908,"reid","john","calum","reid, j c","board","Bacis Gold And Silver Mining Limited","durango",-107.8801,37.27528,"united states of america"
"myb170358","corpis","myb",1894,"reid","john","calum","reid, j c","board","Mexican Explorations Limited","austin",-97.74306,30.26715,"united states of america"
"amm23403","corpis","amm",1911,"reynolds","luther",NA,"reynolds, l","Manager","Eureka Copper Mines Limited Nelson D",NA,NA,NA,NA
"myb445359","corpis","myb",1910,"rhodes","charles","borie","rhodes, c b","manager","Otrd Ollieries Company","london",-0.1277583,51.50735,"united kingdom"
"myb340713","corpis","myb",1909,"rhodes","charles","borie","rhodes, c b","board","Waihi Gold Mining Company","new zealand",174.886,-40.90056,NA
"myb506908","corpis","myb",1911,"rhodes","charles","borie","rhodes, c b","engineer","Strafford Collieries Company Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb562306","corpis","myb",1912,"rhodes","charles","borie","rhodes, c b","board","New Monckton Collieries Limited","sheffield",-1.470085,53.381129,"united kingdom"
"myb1154903","corpis","myb",1923,"rhodes","carroll","borie","rhodes, c b","board","Elwell Gold Mining Company","new zealand",174.886,-40.90056,NA
"myb500203","corpis","myb",1911,"rhodes","charles","borie","rhodes, c b","board","New Monckton Collieries Limited","sheffield",-1.470085,53.381129,"united kingdom"
"myb380230","corpis","myb",1909,"rhodes","charles","borie","rhodes, c b","board","New Mining And Exploring Syndicate Limited","sheffield",-1.470085,53.38113,"united kingdom"
"myb323991","corpis","myb",1908,"rhodes","charles","borie","rhodes, c b","board","New Monckton Collieries Limited","sheffield",-1.470085,53.38113,"united kingdom"
"myb950980","corpis","myb",1918,"rhodes","charles","borie","rhodes, c b","board","Waihi Gold Mining Company","new zealand",174.885971,-40.900557,NA
"myb569101","corpis","myb",1912,"rhodes","charles","borie","rhodes, c b","engineer","Strafford Collieries Company Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb919031","corpis","myb",1918,"rhodes","farm","lands","rhodes, f l","board","Farm Lands Rhodesia Limited","south africa",22.937506,-30.559482,"south africa"
"amm66133","corpis","amm",1920,"rice","c",NA,"rice, c","General Superintendent","Bertha A Mining Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm13478","corpis","amm",1911,"rice","c",NA,"rice, c","Supt","Flying Dutchman Mining Company",NA,NA,NA,NA
"amm92261","corpis","amm",1922,"rice","c",NA,"rice, c","General Superintendent","Athletic Mining A Smelting Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm71997","corpis","amm",1920,"rice","c",NA,"rice, c","Pres","United States Smelting Refining Mining Company","boston ",-71.0588801,42.3600825,"united states of america"
"amm66103","corpis","amm",1920,"rice","c",NA,"rice, c","General Superintendent","Athletic Mining A Smelting Company","missouri ",-91.8318334,37.9642529,"united states of america"
"amm100501","corpis","amm",1922,"rice","c",NA,"rice, c","Pres","Real Del Monte Pachuca Company","boston ",-71.0588801,42.3600825,"united states of america"
"amm76591","corpis","amm",1920,"rice","c",NA,"rice, c","Pres","Real Del Monte Pachuca Company","boston ",-71.0588801,42.3600825,"united states of america"
"myb377531","corpis","myb",1909,"rice","george","b","rice, g b","board","London Scottish Exploration Syndicate Limited","london",-0.1277583,51.50735,"united kingdom"
"amm25968","corpis","amm",1916,"rice","james",NA,"rice, j","Superintendent","Ivanhoe Consolidated Mines Company",NA,NA,NA,NA
"amm15755","corpis","amm",1911,"rice","john",NA,"rice, j","Manager","Mahan Gold Mining Company","jersey ",-2.13125,49.214439,"jersey"
"amm46953","corpis","amm",1919,"rice","james",NA,"rice, j","Mine Manager","Fassifern Coal Company",NA,NA,NA,NA
"amm28531","corpis","amm",1916,"rice","jesse",NA,"rice, j","Superintendent","Placer Gravel Gold Mining Company",NA,NA,NA,NA
"myb67758","corpis","myb",1889,"rich","e",NA,"rich, e","board","Humphreys Gully United Gold Mining Company","new zealand",174.885971,-40.900557,NA
"myb36184","corpis","myb",1888,"rich","e",NA,"rich, e","board","Humphreys Gully United Gold Mining Company",NA,NA,NA,NA
"amm55937","corpis","amm",1920,"rich","edward","benjamin","rich, e b","Pres","Alabama Company","baltimore ",-76.6121893,39.2903848,"united states of america"
"amm89286","corpis","amm",1922,"rich","edward","benjamin","rich, e b","Pres","Alabama Company","baltimore ",-76.6121893,39.2903848,"united states of america"
"myb111362","corpis","myb",1891,"rich","william","alton","rich, w a","engineer","Rio Tinto Company","london",-0.1277583,51.5073509,"united kingdom"
"myb335181","corpis","myb",1909,"rich","william","alton","rich, w a","board","Great Cobar North Limited","london",-0.1277583,51.50735,"united kingdom"
"myb175231","corpis","myb",1894,"rich","william","alton","rich, w a","engineer","Rio Tinto Company","chilian",-71.54297,-35.67515,"chile"
"amm42403","corpis","amm",1919,"rich","william","alton","rich, w a","Managing Director","Namaqua Copper Company","london ",-0.1277583,51.5073509,"united kingdom"
"myb741855","corpis","myb",1915,"rich","william","alton","rich, w a","board","Namaqua Copper Com Panicky Limited","paris",2.3522219,48.856614,"france"
"myb265747","corpis","myb",1903,"rich","william","alton","rich, w a","engineer","Mining Anual Beers Consolidated Mines Limited","france",2.213749,46.22764,"france"
"myb279247","corpis","myb",1908,"rich","william","alton","rich, w a","board","Great Cobar North Limited","london",-0.1277583,51.50735,"united kingdom"
"myb391620","corpis","myb",1910,"rich","william","alton","rich, w a","board","Great Cobar North Limited","broad street b",-75.17035,39.92042,"united states of america"
"myb257162","corpis","myb",1903,"rich","william","alton","rich, w a","engineer","Cubanaminiec And Development Company","paris",2.352222,48.85661,"france"
"myb933347","corpis","myb",1918,"rich","william","alton","rich, w a","board","Namaqua Copperhead Limited","paris",2.3522219,48.856614,"france"
"myb76011","corpis","myb",1889,"rich","william","alton","rich, w a","engineer","Rio Tinto Company","huelva",-6.9447224,37.261421,"spain"
"myb207391","corpis","myb",1895,"rich","william","alton","rich, w a","manager","Nikg Maxcal Rio Tinto Company","buchanan",-95.71289,37.09024,"united states of america"
"myb653275","corpis","myb",1914,"richards","e",NA,"richards, e","board","Dtrggafontein Prospectinq Mswy Indicate Limited","johannesburg",28.0473051,-26.2041028,"south africa"
"myb383931","corpis","myb",1909,"richards","enoch",NA,"richards, e","board","Rowley Regis Granite Quarries Limited","birmingham",-86.81036,33.51859,"united states of america"
"myb327168","corpis","myb",1908,"richards","enoch",NA,"richards, e","board","The Minim Ravenswood Deep Mines Limited","birmingham",-86.81036,33.51859,"united states of america"
"myb689333","corpis","myb",1914,"richards","edmund","leo","richards, e l","board","Guest Keen Nettle Folds Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm94474","corpis","amm",1922,"richards","f","b","richards, f b","Pres","Affiliation Of M A Hanna Company","cleveland ",-81.6943605,41.49932,"united states of america"
"amm94334","corpis","amm",1922,"richards","f","b","richards, f b","Pres","Penn Iron Coal Company","cleveland ",-81.6943605,41.49932,"united states of america"
"amm96064","corpis","amm",1922,"richards","f","b","richards, f b","Pres","United Iron Steel Company","cleveland ",-81.6943605,41.49932,"united states of america"
"myb1015031","corpis","myb",1920,"richards","franklin","b","richards, f b","board","Mount Yagahong Exploration And Finance Company","bedford",-97.14307,32.84402,"united states of america"
"myb772689","corpis","myb",1916,"richards","franklin","batchelder","richards, f b","board","Mining Fear Canada Iron Foundries Limited","montreal",-73.567256,45.5016889,"canada"
"myb1122919","corpis","myb",1923,"richards","franklin","batchelder","richards, f b","board","Canada Iron Foundries Limited","canada",-106.3468,56.13037,"canada"
"myb1081226","corpis","myb",1922,"richards","f","b","richards, f b","board","Camp Bird Limited","canada",-106.3468,56.13037,"canada"
"myb1039648","corpis","myb",1921,"richards","f","b","richards, f b","board","Canada Iron Foundries Limited","canada",-106.3468,56.13037,"canada"
"myb997838","corpis","myb",1920,"richards","f","b","richards, f b","board","Canada Iron Foundries Limited","canada",-106.3468,56.13037,"canada"
"myb1056675","corpis","myb",1921,"richards","f","b","richards, f b","board","Mtjuwt Yagahqwg Exploration Wand Finance","bedford",-97.14307,32.84402,"united states of america"
"amm43759","corpis","amm",1919,"richards","frederick","l","richards, f l","Manager","Union Tin Mines Limited Roodewal","johannesburg ",28.0473051,-26.2041028,"south africa"
"amm92047","corpis","amm",1922,"richards","guy",NA,"richards, g","Manager","Thomas Furnace Company","michigan ",-85.6023643,44.3148443,"united states of america"
"amm48615","corpis","amm",1919,"richards","guy",NA,"richards, g","General Manager","Central West Boulder Gold Mines Ltd Boulder Lg","boulder ",-105.2705456,40.0149856,"united states of america"
"myb458413","corpis","myb",1911,"richards","g",NA,"richards, g","board","Mkander Proprietary Gold Ones Limited","johannesburg",28.0473051,-26.2041028,"south africa"
"myb397347","corpis","myb",1910,"richards","gragg",NA,"richards, g","board","Afrikander Proprietary Gold Mines Limited","johannesburg",28.04731,-26.2041,"south africa"
"amm65398","corpis","amm",1920,"richards","guy",NA,"richards, g","Manager","Indiana Mine Iron Mountain Dhd",NA,NA,NA,NA
"amm32740","corpis","amm",1916,"richards","guy",NA,"richards, g","Superintendent","Indiana Mine Ircn Mcuntain Chd",NA,NA,NA,NA
"myb180685","corpis","myb",1894,"richards","george","chadwick","richards, g c","board","Lock Langlaagte Estate Gold Mining Company","johannesburg",28.04731,-26.2041,"south africa"
"myb186539","corpis","myb",1894,"richards","george","chadwick","richards, g c","board","Randfontein Estates Gold Mining Company","johannesburg",28.04731,-26.2041,"south africa"
"myb117669","corpis","myb",1891,"richards","george","chadwick","richards, g c","board","Block Langlaagte Estate Gold Mining Company","johannesburg",28.0473051,-26.2041028,"south africa"
"myb150125","corpis","myb",1893,"richards","george","chadwick","richards, g c","board","Block Langlaagte Estate Gold Mining Company","johannesburg",28.04731,-26.2041,"south africa"
"myb121860","corpis","myb",1891,"richards","george","chadwick","richards, g c","managing director","Langla Agte Estate Algqu Inning Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb221357","corpis","myb",1895,"richards","george","chadwick","richards, g c","board","Robinson Diamond Mining Company","marshall",-95.77491,36.06743,"united states of america"
"myb240887","corpis","myb",1895,"richards","george","chadwick","richards, g c","board","Robinson Diamond Mining Company","marshall",-95.77491,36.06743,"united states of america"
"myb157060","corpis","myb",1893,"richards","george","chadwick","richards, g c","board","Randfontein Estates Gold Mining Company",NA,NA,NA,NA
"myb393299","corpis","myb",1910,"richards","harold","moore","richards, h m","manager","Mot Mount Cattlin Copper Mining Limited","queensland",142.7028,-20.91757,"australia"
"myb509295","corpis","myb",1911,"richards","harold","moore","richards, h m","board","Wern Collieries Limited","adelaide",138.6007456,-34.9284989,"australia"
"amm77406","corpis","amm",1922,"richards","john","bradford","richards, j b","Superintendent","Alaska Juneau Gold Mining Company","juneau ",-134.4197221,58.3019444,NA
"myb683871","corpis","myb",1914,"richards","john","bradford","richards, j b","manager","Cornish Proprietary Syndicate Lin Edited","cornwall",-5.0527125,50.2660471,"united kingdom"
"amm56353","corpis","amm",1920,"richards","john","bradford","richards, j b","Superintendent","Alaska Juneau Gold Mining Company","juneau ",-134.4197221,58.3019444,NA
"myb134502","corpis","myb",1893,"richards","john","bradford","richards, j b","board","Fortuna Company Limited","queen street place london",-0.0932595,51.5102929,"united kingdom"
"myb788703","corpis","myb",1916,"richards","walter","coffran","richards, w c","board","Guest Keen And Resettlement Limited","london",-0.1277583,51.5073509,"united kingdom"
"myb857405","corpis","myb",1917,"richards","walter","coffran","richards, w c","board","Guest Keen And Resettlement Limited","london",-0.1277583,51.5073509,"united kingdom"
"amm22585","corpis","amm",1911,"richardson","daniel","artemus","richardson, d a","Manager","Carmen Mining Company",NA,NA,NA,NA
"amm29535","corpis","amm",1916,"rickard","forbes",NA,"rickard, f","General Manager","Colorado Metal Milling Red Company",NA,NA,NA,NA
"amm81813","corpis","amm",1922,"rickard","forbes",NA,"rickard, f","Pres","Gilpado Mining Company",NA,NA,NA,NA
"amm29526","corpis","amm",1916,"rickard","forbes",NA,"rickard, f","Mining Engineer","Colorado Gilpin Gold A Radium M Company","denver ",-104.990251,39.7392358,"united states of america"
"amm34450","corpis","amm",1916,"rickard","forbes",NA,"rickard, f","General Manager","Chicago Nevada Tungsten Company","denver ",-104.990251,39.7392358,"united states of america"
"amm60955","corpis","amm",1920,"rickard","forbes",NA,"rickard, f","Pres","Gilpado Mining Company",NA,NA,NA,NA
"myb49999","corpis","myb",1888,"rickard","thomas","arthur","rickard, t a","engineer","Union Gold Mining Company","london",-0.1277583,51.5073509,"united kingdom"
